Date,RT DIA,RT MDY,RT QQQ,RT SPY,RT01 DIA,RT01 MDY,RT01 QQQ,RT01 SPY,RT02 DIA,RT02 MDY,RT02 QQQ,RT02 SPY,RT03 DIA,RT03 MDY,RT03 QQQ,RT03 SPY,RT04 DIA,RT04 MDY,RT04 QQQ,RT04 SPY,RT05 DIA,RT05 MDY,RT05 QQQ,RT05 SPY,RT06 DIA,RT06 MDY,RT06 QQQ,RT06 SPY,RT07 DIA,RT07 MDY,RT07 QQQ,RT07 SPY,RT08 DIA,RT08 MDY,RT08 QQQ,RT08 SPY,RT09 DIA,RT09 MDY,RT09 QQQ,RT09 SPY,RT10 DIA,RT10 MDY,RT10 QQQ,RT10 SPY,RT11 DIA,RT11 MDY,RT11 QQQ,RT11 SPY,RT12 DIA,RT12 MDY,RT12 QQQ,RT12 SPY,AVT DIA,AVT MDY,AVT QQQ,AVT SPY,AVT01 DIA,AVT01 MDY,AVT01 QQQ,AVT01 SPY,AVT02 DIA,AVT02 MDY,AVT02 QQQ,AVT02 SPY,AVT03 DIA,AVT03 MDY,AVT03 QQQ,AVT03 SPY,AVT04 DIA,AVT04 MDY,AVT04 QQQ,AVT04 SPY,AVT05 DIA,AVT05 MDY,AVT05 QQQ,AVT05 SPY,AVT06 DIA,AVT06 MDY,AVT06 QQQ,AVT06 SPY,AVT07 DIA,AVT07 MDY,AVT07 QQQ,AVT07 SPY,AVT08 DIA,AVT08 MDY,AVT08 QQQ,AVT08 SPY,AVT09 DIA,AVT09 MDY,AVT09 QQQ,AVT09 SPY,AVT10 DIA,AVT10 MDY,AVT10 QQQ,AVT10 SPY,AVT11 DIA,AVT11 MDY,AVT11 QQQ,AVT11 SPY,AVT12 DIA,AVT12 MDY,AVT12 QQQ,AVT12 SPY,SDT DIA,SDT MDY,SDT QQQ,SDT SPY,SDT01 DIA,SDT01 MDY,SDT01 QQQ,SDT01 SPY,SDT02 DIA,SDT02 MDY,SDT02 QQQ,SDT02 SPY,SDT03 DIA,SDT03 MDY,SDT03 QQQ,SDT03 SPY,SDT04 DIA,SDT04 MDY,SDT04 QQQ,SDT04 SPY,SDT05 DIA,SDT05 MDY,SDT05 QQQ,SDT05 SPY,SDT06 DIA,SDT06 MDY,SDT06 QQQ,SDT06 SPY,SDT07 DIA,SDT07 MDY,SDT07 QQQ,SDT07 SPY,SDT08 DIA,SDT08 MDY,SDT08 QQQ,SDT08 SPY,SDT09 DIA,SDT09 MDY,SDT09 QQQ,SDT09 SPY,SDT10 DIA,SDT10 MDY,SDT10 QQQ,SDT10 SPY,SDT11 DIA,SDT11 MDY,SDT11 QQQ,SDT11 SPY,SDT12 DIA,SDT12 MDY,SDT12 QQQ,SDT12 SPY
2007-07-26,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.5799,1.2628,1.1547,1.0350,0.0552,0.4407,0.2748,0.1253,1.0645,0.7235,1.5071,1.1863,0.6075,0.1432,1.3708,0.6609,0.8244,-0.1054,0.4709,0.9029,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,0.5107,0.9967,0.7973,0.6569,0.4082,-0.8509,0.7130,0.1215,0.7207,-0.2144,0.7565,0.3004,-1.1080,-1.5337,-0.4995,-0.6522,0.3844,0.3452,0.6159,0.9715,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284,-0.3619,-0.7369,-0.7893,-0.3392,-1.4182,-0.6958,-0.9000,-1.3597,-0.9656,-0.0710,-0.1195,-0.9871,-1.0904,-0.3692,0.2299,-1.0593,0.5419,1.0102,0.4795,-0.0458
2007-08-23,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.5799,1.2628,1.1547,1.0350,0.0552,0.4407,0.2748,0.1253,1.0645,0.7235,1.5071,1.1863,0.6075,0.1432,1.3708,0.6609,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,0.5107,0.9967,0.7973,0.6569,0.4082,-0.8509,0.7130,0.1215,0.7207,-0.2144,0.7565,0.3004,-1.1080,-1.5337,-0.4995,-0.6522,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284,-0.3619,-0.7369,-0.7893,-0.3392,-1.4182,-0.6958,-0.9000,-1.3597,-0.9656,-0.0710,-0.1195,-0.9871,-1.0904,-0.3692,0.2299,-1.0593
2007-09-21,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.5799,1.2628,1.1547,1.0350,0.0552,0.4407,0.2748,0.1253,1.0645,0.7235,1.5071,1.1863,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,0.5107,0.9967,0.7973,0.6569,0.4082,-0.8509,0.7130,0.1215,0.7207,-0.2144,0.7565,0.3004,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284,-0.3619,-0.7369,-0.7893,-0.3392,-1.4182,-0.6958,-0.9000,-1.3597,-0.9656,-0.0710,-0.1195,-0.9871
2007-10-19,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.5799,1.2628,1.1547,1.0350,0.0552,0.4407,0.2748,0.1253,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,0.5107,0.9967,0.7973,0.6569,0.4082,-0.8509,0.7130,0.1215,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284,-0.3619,-0.7369,-0.7893,-0.3392,-1.4182,-0.6958,-0.9000,-1.3597
2007-11-16,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.5799,1.2628,1.1547,1.0350,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,0.5107,0.9967,0.7973,0.6569,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284,-0.3619,-0.7369,-0.7893,-0.3392
2007-12-17,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,0.1095,-0.5327,-0.2364,-0.1467,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,-0.0815,-0.1072,-0.1060,-0.5157,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719,-1.0378,-1.3905,-0.9596,-1.0284
2008-01-16,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.1137,0.9408,-0.1096,0.4648,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.0902,0.1543,1.5172,-0.0823,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012,-0.5263,-0.7013,-0.4278,-0.3719
2008-02-14,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-1.9097,-1.2283,-1.0778,-1.9786,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,1.7680,1.0927,1.5976,1.7070,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938,1.5511,0.8657,0.9609,1.7012
2008-03-14,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,0.6866,1.2967,0.6980,0.9871,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,0.8576,0.5755,0.4496,2.3077,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394,0.3522,-0.4214,-0.2586,0.6938
2008-04-14,1.0793,1.4984,1.0738,1.3218,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,1.4727,0.4448,0.9611,1.0172,-0.3889,-0.7981,-0.7296,0.0020,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,0.6191,0.4672,-0.7943,0.8397,1.1231,1.7407,1.5936,1.3631,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390,-0.6411,-1.0373,-1.4186,-0.6394
2008-05-12,1.6224,2.0030,2.0018,1.9104,1.0793,1.4984,1.0738,1.3218,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,0.7136,0.7260,0.2140,0.4721,-0.9440,-0.0930,-0.9447,-0.9258,-0.3889,-0.7981,-0.7296,0.0020,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,2.4020,1.4001,0.9400,1.7261,-1.0087,-1.0177,-0.0862,-0.8848,1.1231,1.7407,1.5936,1.3631,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046,-0.6091,-0.5315,-0.7099,-0.3390
2008-06-10,-1.1600,0.1357,-0.2654,-0.7682,1.6224,2.0030,2.0018,1.9104,1.0793,1.4984,1.0738,1.3218,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,-1.2231,-1.1095,-0.4723,-1.2237,-0.8009,0.3132,-0.1006,-0.2779,-0.9440,-0.0930,-0.9447,-0.9258,-0.3889,-0.7981,-0.7296,0.0020,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,2.4090,2.4631,1.7452,2.3985,-0.1584,-0.5553,-0.5382,-0.4966,-1.0087,-1.0177,-0.0862,-0.8848,1.1231,1.7407,1.5936,1.3631,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808,1.2745,1.1915,-0.2869,1.6046
2008-07-09,-1.9066,-1.7128,-1.2283,-1.6818,-1.1600,0.1357,-0.2654,-0.7682,1.6224,2.0030,2.0018,1.9104,1.0793,1.4984,1.0738,1.3218,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,-0.4415,-1.3759,0.1682,-1.0391,0.6618,1.3044,0.3388,0.7744,-0.8009,0.3132,-0.1006,-0.2779,-0.9440,-0.0930,-0.9447,-0.9258,-0.3889,-0.7981,-0.7296,0.0020,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.7301,1.9563,0.8848,1.8588,-0.2703,-0.3654,0.8646,-0.5815,-0.1584,-0.5553,-0.5382,-0.4966,-1.0087,-1.0177,-0.0862,-0.8848,1.1231,1.7407,1.5936,1.3631,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609,1.3415,0.7162,-1.1082,1.2808
2008-08-06,1.2070,0.6175,0.7031,1.0049,-1.9066,-1.7128,-1.2283,-1.6818,-1.1600,0.1357,-0.2654,-0.7682,1.6224,2.0030,2.0018,1.9104,1.0793,1.4984,1.0738,1.3218,-0.8776,-0.9429,-0.8509,-1.1381,-0.2569,0.5079,-1.1419,-0.4435,-1.4581,-1.7226,-1.7784,-1.3951,-0.0921,-0.3708,-0.6020,-0.2678,-0.9361,-0.9426,-1.4676,-0.9698,-1.0193,-0.4852,0.6418,-0.8001,0.9967,0.6024,1.2937,1.0072,-1.0408,-0.9195,-1.3840,-0.7329,1.7727,0.7992,0.1516,1.3082,0.6618,1.3044,0.3388,0.7744,-0.8009,0.3132,-0.1006,-0.2779,-0.9440,-0.0930,-0.9447,-0.9258,-0.3889,-0.7981,-0.7296,0.0020,-0.2115,-0.8615,-0.0636,0.4832,0.8763,0.2191,1.0501,1.0929,-0.0305,0.2178,0.5721,0.4330,0.2296,0.3335,0.6123,0.7433,0.8672,1.0164,2.4638,1.3996,0.1235,0.1152,0.5268,0.2676,0.0352,0.7479,-0.2657,0.6412,2.6265,2.7100,2.7579,2.6446,1.5647,0.2822,0.0367,0.6354,-0.2703,-0.3654,0.8646,-0.5815,-0.1584,-0.5553,-0.5382,-0.4966,-1.0087,-1.0177,-0.0862,-0.8848,1.1231,1.7407,1.5936,1.3631,0.8260,0.8735,0.3465,0.6111,1.4216,1.6021,0.8235,1.1290,0.4453,0.5207,1.3946,0.1959,1.5181,1.6067,0.9653,1.6257,1.2655,1.2109,2.3934,1.3490,0.3780,0.3947,0.4717,0.1290,1.1638,1.3478,1.6180,1.2244,2.2014,2.2972,2.4701,2.2609
