Ticker,Date,V,P,AV,R,DRSD,YR,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,AV01,AV02,AV03,AV04,AV05,AV06,AV07,AV08,AV09,AV10,AV11,AV12,DRSD01,DRSD02,DRSD03,DRSD04,DRSD05,DRSD06,DRSD07,DRSD08,DRSD09,DRSD10,DRSD11,DRSD12,RC,RC01,RC02,RC03,RC04,RC05,RC06,RC07,RC08,RC09,RC10,RC11,RC12,AVC,AVC01,AVC02,AVC03,AVC04,AVC05,AVC06,AVC07,AVC08,AVC09,AVC10,AVC11,AVC12,SDC,SDC01,SDC02,SDC03,SDC04,SDC05,SDC06,SDC07,SDC08,SDC09,SDC10,SDC11,SDC12,RT,RT01,RT02,RT03,RT04,RT05,RT06,RT07,RT08,RT09,RT10,RT11,RT12,AVT,AVT01,AVT02,AVT03,AVT04,AVT05,AVT06,AVT07,AVT08,AVT09,AVT10,AVT11,AVT12,SDT,SDT01,SDT02,SDT03,SDT04,SDT05,SDT06,SDT07,SDT08,SDT09,SDT10,SDT11,SDT12
DIA,2012-12-18,862.6662,118.6810,694.2407,0.0464,0.0053,0.0202,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,0.0012,0.0193,0.0240,0.0245,0.0280,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,856.3756,762.1143,822.3913,810.6184,804.4784,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,0.0085,0.0068,0.0046,0.0041,0.0111,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,1.1237,-0.7193,-0.6604,-1.1059,1.1195,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-0.5708,-0.5749,-0.5707,-0.5474,-0.5482,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,-1.0228,-0.8546,-1.0415,-0.8909,-0.9952,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,-0.1424,0.2090,0.3189,0.4138,0.4402,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.5051,-0.9208,-0.6568,-0.8172,-0.8866,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983,-0.5505,-0.7875,-1.0851,-1.3300,-0.2144
DIA,2013-01-17,845.8813,121.0826,809.8201,0.0202,0.0079,0.0304,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,0.0012,0.0193,0.0240,0.0245,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,856.3756,762.1143,822.3913,810.6184,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,0.0085,0.0068,0.0046,0.0041,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,1.1237,-0.7193,-0.6604,-1.1059,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-0.5708,-0.5749,-0.5707,-0.5474,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,-1.0228,-0.8546,-1.0415,-0.8909,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,-0.1424,0.2090,0.3189,0.4138,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.5051,-0.9208,-0.6568,-0.8172,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983,-0.5505,-0.7875,-1.0851,-1.3300
DIA,2013-02-15,852.2208,124.7609,642.8672,0.0304,0.0041,0.0360,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,0.0012,0.0193,0.0240,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,856.3756,762.1143,822.3913,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,0.0085,0.0068,0.0046,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,1.1237,-0.7193,-0.6604,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-0.5708,-0.5749,-0.5707,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,-1.0228,-0.8546,-1.0415,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,-0.1424,0.2090,0.3189,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.5051,-0.9208,-0.6568,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983,-0.5505,-0.7875,-1.0851
DIA,2013-03-18,794.5497,129.2524,899.6874,0.0360,0.0065,0.0221,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,0.0012,0.0193,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,856.3756,762.1143,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,0.0085,0.0068,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,1.1237,-0.7193,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-0.5708,-0.5749,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,-1.0228,-0.8546,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,-0.1424,0.2090,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.5051,-0.9208,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983,-0.5505,-0.7875
DIA,2013-04-16,1027.7034,132.1122,1022.2664,0.0221,0.0067,0.0334,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,0.0012,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,856.3756,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,0.0085,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,1.1237,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-0.5708,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,-1.0228,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,-0.1424,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.5051,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983,-0.5505
DIA,2013-05-14,844.6106,136.5212,882.1698,0.0334,0.0056,-0.0121,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,-0.0438,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,862.0174,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,0.0067,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,0.4794,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5670,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.1604,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,-1.1239,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,-0.5202,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168,-0.7983
DIA,2013-06-12,1034.1839,134.8636,1222.0547,-0.0121,0.0074,0.0323,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,-0.0024,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,836.6856,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,0.0114,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,0.6021,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.5467,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,-1.1728,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,-0.1369,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,-0.6257,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733,-0.1168
DIA,2013-07-11,902.8760,139.2182,1033.9142,0.0323,0.0096,0.0033,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,0.0131,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,606.1818,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,0.0084,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,0.4233,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-0.5635,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-1.0826,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.0101,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.4871,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520,-0.4733
DIA,2013-08-08,784.4639,139.6829,726.8823,0.0033,0.0029,-0.0338,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,0.0419,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,632.7468,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,0.0068,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-1.0459,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-0.5462,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.0846,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.8477,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-1.1780,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524,-0.6520
DIA,2013-09-06,1342.0932,134.9682,943.0851,-0.0338,0.0055,0.0110,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,0.0341,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,516.8824,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,0.0067,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,0.4884,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,-0.5687,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.8622,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,0.5058,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,-1.7359,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294,-0.5524
DIA,2013-10-04,1033.1231,136.4467,1111.9311,0.0110,0.0066,0.0372,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,-0.0023,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,645.6816,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,0.0051,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,0.4921,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.5568,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,-1.1287,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,-0.6581,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,-0.8715,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740,-0.8294
DIA,2013-11-01,921.1170,141.5287,1119.4131,0.0372,0.0078,0.0280,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,-0.0534,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,907.3241,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.0096,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.7263,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-0.5599,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,-1.0673,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-2.0429,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,1.2321,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033,0.8740
DIA,2013-12-02,904.4595,145.4883,904.5961,0.0280,0.0046,0.0372,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,0.0464,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,694.2407,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,0.0053,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.2229,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,-0.5554,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,-0.5698,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,1.2134,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,-0.4200,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762,-0.8033
DIA,2013-12-31,937.8509,150.9053,1064.7556,0.0372,0.0065,-0.0433,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,0.0202,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,809.8201,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,0.0079,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.4901,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-0.5413,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-0.8966,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,0.3883,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5166,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693,0.2762
DIA,2014-01-30,1243.9596,144.3652,1426.2732,-0.0433,0.0074,0.0334,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,0.0304,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,642.8672,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,0.0041,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,0.2177,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.5526,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,-0.8292,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,0.6905,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,-0.7100,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803,-1.5693
DIA,2014-02-28,1631.8954,149.1939,1278.7035,0.0334,0.0076,0.0007,-0.0433,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,0.0360,1426.2732,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,899.6874,0.0074,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.0065,-1.2215,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,1.3076,-0.5492,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.5343,-0.7746,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-1.0576,0.7454,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.8033,1.1442,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,1.1782,0.6217,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146,-0.3803
DIA,2014-03-28,738.6876,149.2964,1083.9345,0.0007,0.0066,0.0089,0.0334,-0.0433,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,0.0221,1278.7035,1426.2732,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,1022.2664,0.0076,0.0074,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.0067,0.7285,-1.2215,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,0.8227,-0.5493,-0.5492,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.5258,-0.4999,-0.7746,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,-1.2795,-0.3513,0.7454,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,0.3180,0.0921,1.1442,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,1.7339,0.0554,0.6217,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012,-0.2146
DIA,2014-04-28,1188.0819,150.6283,1028.9799,0.0089,0.0075,0.0166,0.0007,0.0334,-0.0433,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,0.0334,1083.9345,1278.7035,1426.2732,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,882.1698,0.0066,0.0076,0.0074,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,0.0056,0.9275,0.7285,-1.2215,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-1.3424,-0.5991,-0.5493,-0.5492,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.5346,-0.9282,-0.4999,-0.7746,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,-1.1715,0.0128,-0.3513,0.7454,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,0.5483,-0.2744,0.0921,1.1442,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,0.8023,0.4980,0.0554,0.6217,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902,-0.7012
DIA,2014-05-27,426.3796,153.1302,751.8282,0.0166,0.0053,0.0104,0.0089,0.0007,0.0334,-0.0433,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,-0.0121,1028.9799,1083.9345,1278.7035,1426.2732,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,1222.0547,0.0075,0.0066,0.0076,0.0074,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,0.0074,-0.8901,0.9275,0.7285,-1.2215,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,1.1002,-0.5876,-0.5991,-0.5493,-0.5492,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.5198,-0.7861,-0.9282,-0.4999,-0.7746,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,-0.5391,0.2122,0.0128,-0.3513,0.7454,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.0470,-1.4565,-0.2744,0.0921,1.1442,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,2.1119,-0.6726,0.4980,0.0554,0.6217,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798,0.4902
DIA,2014-06-24,816.1336,154.7162,613.0416,0.0104,0.0036,0.0171,0.0166,0.0089,0.0007,0.0334,-0.0433,0.0372,0.0280,0.0372,0.0110,-0.0338,0.0033,0.0323,751.8282,1028.9799,1083.9345,1278.7035,1426.2732,1064.7556,904.5961,1119.4131,1111.9311,943.0851,726.8823,1033.9142,0.0053,0.0075,0.0066,0.0076,0.0074,0.0065,0.0046,0.0078,0.0066,0.0055,0.0029,0.0096,-1.4179,-0.8901,0.9275,0.7285,-1.2215,-1.3267,1.3547,0.4361,-0.0674,-1.1250,-0.8476,-1.2750,-1.2104,-0.5841,-0.5876,-0.5991,-0.5493,-0.5492,-0.5312,-0.5368,-0.5318,-0.5390,-0.5221,-0.5252,-0.5367,-0.5169,-0.6644,-0.7861,-0.9282,-0.4999,-0.7746,-1.0891,0.7252,-1.1994,-0.8062,0.8249,-1.0937,-1.0307,-0.7372,0.0473,0.2122,0.0128,-0.3513,0.7454,-1.9684,0.8177,0.4869,0.7896,-0.0120,-1.4352,-0.4487,0.4622,-1.6811,-1.4565,-0.2744,0.0921,1.1442,2.1801,0.6021,-0.2288,1.0556,1.1781,0.4213,-0.5325,1.0064,-1.4574,-0.6726,0.4980,0.0554,0.6217,0.5935,0.2292,-0.8968,0.8269,0.0613,-0.4242,-1.7610,1.6798
